filepaths,labels,data set
train/surfing/053.jpg,surfing,train
train/surfing/054.jpg,surfing,train
train/surfing/055.jpg,surfing,train
train/surfing/056.jpg,surfing,train
train/surfing/057.jpg,surfing,train
train/surfing/058.jpg,surfing,train
train/surfing/059.jpg,surfing,train
train/surfing/060.jpg,surfing,train
train/surfing/061.jpg,surfing,train
train/surfing/062.jpg,surfing,train
train/surfing/063.jpg,surfing,train
train/surfing/064.jpg,surfing,train
train/surfing/065.jpg,surfing,train
train/surfing/066.jpg,surfing,train
train/surfing/067.jpg,surfing,train
train/surfing/068.jpg,surfing,train
train/surfing/069.jpg,surfing,train
train/surfing/070.jpg,surfing,train
train/surfing/071.jpg,surfing,train
train/surfing/072.jpg,surfing,train
train/surfing/073.jpg,surfing,train
train/surfing/074.jpg,surfing,train
train/surfing/075.jpg,surfing,train
train/surfing/076.jpg,surfing,train
train/surfing/077.jpg,surfing,train
train/surfing/078.jpg,surfing,train
train/surfing/079.jpg,surfing,train
train/surfing/080.jpg,surfing,train
train/surfing/081.jpg,surfing,train
train/surfing/082.jpg,surfing,train
train/surfing/083.jpg,surfing,train
train/surfing/084.jpg,surfing,train
train/surfing/085.jpg,surfing,train
train/surfing/086.jpg,surfing,train
train/surfing/087.jpg,surfing,train
train/surfing/088.jpg,surfing,train
train/surfing/089.jpg,surfing,train
train/surfing/090.jpg,surfing,train
train/surfing/091.jpg,surfing,train
train/surfing/092.jpg,surfing,train
train/surfing/093.jpg,surfing,train
train/surfing/094.jpg,surfing,train
train/surfing/095.jpg,surfing,train
train/surfing/096.jpg,surfing,train
train/surfing/097.jpg,surfing,train
train/surfing/098.jpg,surfing,train
train/surfing/099.jpg,surfing,train
train/surfing/100.jpg,surfing,train
train/surfing/101.jpg,surfing,train
train/surfing/102.jpg,surfing,train
train/surfing/103.jpg,surfing,train
train/surfing/104.jpg,surfing,train
train/surfing/105.jpg,surfing,train
train/surfing/106.jpg,surfing,train
train/surfing/107.jpg,surfing,train
train/surfing/108.jpg,surfing,train
train/surfing/109.jpg,surfing,train
train/surfing/110.jpg,surfing,train
train/surfing/111.jpg,surfing,train
train/surfing/112.jpg,surfing,train
train/surfing/113.jpg,surfing,train
train/surfing/114.jpg,surfing,train
train/surfing/115.jpg,surfing,train
train/surfing/116.jpg,surfing,train
train/surfing/117.jpg,surfing,train
train/surfing/118.jpg,surfing,train
train/surfing/119.jpg,surfing,train
train/surfing/120.jpg,surfing,train
train/surfing/121.jpg,surfing,train
train/surfing/122.jpg,surfing,train
train/surfing/123.jpg,surfing,train
train/surfing/124.jpg,surfing,train
train/surfing/125.jpg,surfing,train
train/surfing/126.jpg,surfing,train
train/surfing/127.jpg,surfing,train
train/surfing/128.jpg,surfing,train
train/surfing/129.jpg,surfing,train
train/surfing/130.jpg,surfing,train
train/surfing/131.jpg,surfing,train
train/surfing/132.jpg,surfing,train
train/surfing/133.jpg,surfing,train
train/surfing/134.jpg,surfing,train
train/surfing/135.jpg,surfing,train
train/surfing/136.jpg,surfing,train
train/surfing/137.jpg,surfing,train
train/surfing/138.jpg,surfing,train
train/surfing/139.jpg,surfing,train
train/surfing/140.jpg,surfing,train
train/surfing/141.jpg,surfing,train
train/surfing/142.jpg,surfing,train
train/swimming/001.jpg,swimming,train
train/swimming/002.jpg,swimming,train
train/swimming/003.jpg,swimming,train
train/swimming/004.jpg,swimming,train
train/swimming/005.jpg,swimming,train
train/swimming/006.jpg,swimming,train
train/swimming/007.jpg,swimming,train
train/swimming/008.jpg,swimming,train
train/swimming/009.jpg,swimming,train
train/swimming/010.jpg,swimming,train
train/swimming/011.jpg,swimming,train
train/swimming/012.jpg,swimming,train
train/swimming/013.jpg,swimming,train
train/swimming/014.jpg,swimming,train
train/swimming/015.jpg,swimming,train
train/swimming/016.jpg,swimming,train
train/swimming/017.jpg,swimming,train
train/swimming/018.jpg,swimming,train
train/swimming/019.jpg,swimming,train
train/swimming/020.jpg,swimming,train
train/swimming/021.jpg,swimming,train
train/swimming/022.jpg,swimming,train
train/swimming/023.jpg,swimming,train
train/swimming/024.jpg,swimming,train
train/swimming/025.jpg,swimming,train
train/swimming/026.jpg,swimming,train
train/swimming/027.jpg,swimming,train
train/swimming/028.jpg,swimming,train
train/swimming/029.jpg,swimming,train
train/swimming/030.jpg,swimming,train
train/swimming/031.jpg,swimming,train
train/swimming/032.jpg,swimming,train
train/swimming/033.jpg,swimming,train
train/swimming/034.jpg,swimming,train
train/swimming/035.jpg,swimming,train
train/swimming/036.jpg,swimming,train
train/swimming/037.jpg,swimming,train
train/swimming/038.jpg,swimming,train
train/swimming/039.jpg,swimming,train
train/swimming/040.jpg,swimming,train
train/swimming/041.jpg,swimming,train
train/swimming/042.jpg,swimming,train
train/swimming/043.jpg,swimming,train
train/swimming/044.jpg,swimming,train
train/swimming/045.jpg,swimming,train
train/swimming/046.jpg,swimming,train
train/swimming/047.jpg,swimming,train
train/swimming/048.jpg,swimming,train
train/swimming/049.jpg,swimming,train
train/swimming/050.jpg,swimming,train
train/swimming/051.jpg,swimming,train
train/swimming/052.jpg,swimming,train
train/swimming/053.jpg,swimming,train
train/swimming/054.jpg,swimming,train
train/swimming/055.jpg,swimming,train
train/swimming/056.jpg,swimming,train
train/swimming/057.jpg,swimming,train
train/swimming/058.jpg,swimming,train
train/swimming/059.jpg,swimming,train
train/swimming/060.jpg,swimming,train
train/swimming/061.jpg,swimming,train
train/swimming/062.jpg,swimming,train
train/swimming/063.jpg,swimming,train
train/swimming/064.jpg,swimming,train
train/swimming/065.jpg,swimming,train
train/swimming/066.jpg,swimming,train
train/swimming/067.jpg,swimming,train
train/swimming/068.jpg,swimming,train
train/swimming/069.jpg,swimming,train
train/swimming/070.jpg,swimming,train
train/swimming/071.jpg,swimming,train
train/swimming/072.jpg,swimming,train
train/swimming/073.jpg,swimming,train
train/swimming/074.jpg,swimming,train
train/swimming/075.jpg,swimming,train
train/swimming/076.jpg,swimming,train
train/swimming/077.jpg,swimming,train
train/swimming/078.jpg,swimming,train
train/swimming/079.jpg,swimming,train
train/swimming/080.jpg,swimming,train
train/swimming/081.jpg,swimming,train
train/swimming/082.jpg,swimming,train
train/swimming/083.jpg,swimming,train
train/swimming/084.jpg,swimming,train
train/swimming/085.jpg,swimming,train
train/swimming/086.jpg,swimming,train
train/swimming/087.jpg,swimming,train
train/swimming/088.jpg,swimming,train
train/swimming/089.jpg,swimming,train
train/swimming/090.jpg,swimming,train
train/swimming/091.jpg,swimming,train
train/swimming/092.jpg,swimming,train
train/swimming/093.jpg,swimming,train
train/swimming/094.jpg,swimming,train
train/swimming/095.jpg,swimming,train
train/swimming/096.jpg,swimming,train
train/swimming/097.jpg,swimming,train
train/swimming/098.jpg,swimming,train
train/swimming/099.jpg,swimming,train
train/swimming/100.jpg,swimming,train
train/swimming/101.jpg,swimming,train
train/swimming/102.jpg,swimming,train
train/swimming/103.jpg,swimming,train
train/swimming/104.jpg,swimming,train
train/swimming/105.jpg,swimming,train
train/swimming/106.jpg,swimming,train
train/swimming/107.jpg,swimming,train
train/swimming/108.jpg,swimming,train
train/swimming/109.jpg,swimming,train
train/swimming/110.jpg,swimming,train
train/swimming/111.jpg,swimming,train
train/swimming/112.jpg,swimming,train
train/swimming/113.jpg,swimming,train
train/swimming/114.jpg,swimming,train
train/swimming/115.jpg,swimming,train
train/swimming/116.jpg,swimming,train
train/swimming/117.jpg,swimming,train
train/swimming/118.jpg,swimming,train
train/swimming/119.jpg,swimming,train
train/swimming/120.jpg,swimming,train
train/swimming/121.jpg,swimming,train
train/swimming/122.jpg,swimming,train
train/swimming/123.jpg,swimming,train
train/swimming/124.jpg,swimming,train
train/swimming/125.jpg,swimming,train
train/swimming/126.jpg,swimming,train
train/swimming/127.jpg,swimming,train
train/swimming/128.jpg,swimming,train
train/swimming/129.jpg,swimming,train
train/swimming/130.jpg,swimming,train
train/swimming/131.jpg,swimming,train
train/swimming/132.jpg,swimming,train
train/swimming/133.jpg,swimming,train
train/swimming/134.jpg,swimming,train
train/swimming/135.jpg,swimming,train
train/swimming/136.jpg,swimming,train
train/swimming/137.jpg,swimming,train
train/swimming/138.jpg,swimming,train
train/swimming/139.jpg,swimming,train
train/swimming/140.jpg,swimming,train
train/swimming/141.jpg,swimming,train
train/swimming/142.jpg,swimming,train
train/swimming/143.jpg,swimming,train
train/swimming/144.jpg,swimming,train
train/swimming/145.jpg,swimming,train
train/swimming/146.jpg,swimming,train
train/swimming/147.jpg,swimming,train
train/swimming/148.jpg,swimming,train
train/swimming/149.jpg,swimming,train
train/swimming/150.jpg,swimming,train
train/swimming/151.jpg,swimming,train
train/swimming/152.jpg,swimming,train
train/swimming/153.jpg,swimming,train
train/swimming/154.jpg,swimming,train
train/swimming/155.jpg,swimming,train
train/swimming/156.jpg,swimming,train
train/swimming/157.jpg,swimming,train
train/table tennis/001.jpg,table tennis,train
train/table tennis/002.jpg,table tennis,train
train/table tennis/003.jpg,table tennis,train
train/table tennis/004.jpg,table tennis,train
train/table tennis/005.jpg,table tennis,train
train/table tennis/006.jpg,table tennis,train
train/table tennis/007.jpg,table tennis,train
train/table tennis/008.jpg,table tennis,train
train/table tennis/009.jpg,table tennis,train
train/table tennis/010.jpg,table tennis,train
train/table tennis/011.jpg,table tennis,train
train/table tennis/012.jpg,table tennis,train
train/table tennis/013.jpg,table tennis,train
train/table tennis/014.jpg,table tennis,train
train/table tennis/015.jpg,table tennis,train
train/table tennis/016.jpg,table tennis,train
train/table tennis/017.jpg,table tennis,train
train/table tennis/018.jpg,table tennis,train
train/table tennis/019.jpg,table tennis,train
train/table tennis/020.jpg,table tennis,train
train/table tennis/021.jpg,table tennis,train
train/table tennis/022.jpg,table tennis,train
train/table tennis/023.jpg,table tennis,train
train/table tennis/024.jpg,table tennis,train
train/table tennis/025.jpg,table tennis,train
train/table tennis/026.jpg,table tennis,train
train/table tennis/027.jpg,table tennis,train
train/table tennis/028.jpg,table tennis,train
train/table tennis/029.jpg,table tennis,train
train/table tennis/030.jpg,table tennis,train
train/table tennis/031.jpg,table tennis,train
train/table tennis/032.jpg,table tennis,train
train/table tennis/033.jpg,table tennis,train
train/table tennis/034.jpg,table tennis,train
train/table tennis/035.jpg,table tennis,train
train/table tennis/036.jpg,table tennis,train
train/table tennis/037.jpg,table tennis,train
train/table tennis/038.jpg,table tennis,train
train/table tennis/039.jpg,table tennis,train
train/table tennis/040.jpg,table tennis,train
train/table tennis/041.jpg,table tennis,train
train/table tennis/042.jpg,table tennis,train
train/table tennis/043.jpg,table tennis,train
train/table tennis/044.jpg,table tennis,train
train/table tennis/045.jpg,table tennis,train
train/table tennis/046.jpg,table tennis,train
train/table tennis/047.jpg,table tennis,train
train/table tennis/048.jpg,table tennis,train
train/table tennis/049.jpg,table tennis,train
train/table tennis/050.jpg,table tennis,train
train/table tennis/051.jpg,table tennis,train
train/table tennis/052.jpg,table tennis,train
train/table tennis/053.jpg,table tennis,train
train/table tennis/054.jpg,table tennis,train
train/table tennis/055.jpg,table tennis,train
train/table tennis/056.jpg,table tennis,train
train/table tennis/057.jpg,table tennis,train
train/table tennis/058.jpg,table tennis,train
train/table tennis/059.jpg,table tennis,train
train/table tennis/060.jpg,table tennis,train
train/table tennis/061.jpg,table tennis,train
train/table tennis/062.jpg,table tennis,train
train/table tennis/063.jpg,table tennis,train
train/table tennis/064.jpg,table tennis,train
train/table tennis/065.jpg,table tennis,train
train/table tennis/066.jpg,table tennis,train
train/table tennis/067.jpg,table tennis,train
train/table tennis/068.jpg,table tennis,train
train/table tennis/069.jpg,table tennis,train
train/table tennis/070.jpg,table tennis,train
train/table tennis/071.jpg,table tennis,train
train/table tennis/072.jpg,table tennis,train
train/table tennis/073.jpg,table tennis,train
train/table tennis/074.jpg,table tennis,train
train/table tennis/075.jpg,table tennis,train
train/table tennis/076.jpg,table tennis,train
train/table tennis/077.jpg,table tennis,train
train/table tennis/078.jpg,table tennis,train
train/table tennis/079.jpg,table tennis,train
train/table tennis/080.jpg,table tennis,train
train/table tennis/081.jpg,table tennis,train
train/table tennis/082.jpg,table tennis,train
train/table tennis/083.jpg,table tennis,train
train/table tennis/084.jpg,table tennis,train
train/table tennis/085.jpg,table tennis,train
train/table tennis/086.jpg,table tennis,train
train/table tennis/087.jpg,table tennis,train
train/table tennis/088.jpg,table tennis,train
train/table tennis/089.jpg,table tennis,train
train/table tennis/090.jpg,table tennis,train
train/table tennis/091.jpg,table tennis,train
train/table tennis/092.jpg,table tennis,train
train/table tennis/093.jpg,table tennis,train
train/table tennis/094.jpg,table tennis,train
train/table tennis/095.jpg,table tennis,train
train/table tennis/096.jpg,table tennis,train
train/table tennis/097.jpg,table tennis,train
train/table tennis/098.jpg,table tennis,train
train/table tennis/099.jpg,table tennis,train
train/table tennis/100.jpg,table tennis,train
train/table tennis/101.jpg,table tennis,train
train/table tennis/102.jpg,table tennis,train
train/table tennis/103.jpg,table tennis,train
train/table tennis/104.jpg,table tennis,train
train/table tennis/105.jpg,table tennis,train
train/table tennis/106.jpg,table tennis,train
train/table tennis/107.jpg,table tennis,train
train/table tennis/108.jpg,table tennis,train
train/table tennis/109.jpg,table tennis,train
